Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
FritidshusFFritidshus Jørgensvej 1  3210 Vejby,1.066.400 kr.,23-11-2025Fam. Salg,44 m² 24.236 kr/m²,3,1953,,Aktuel værdi
"RækkehusRRækkehus Bystævnevænget 10, Stenløse  5260 Odense S",900.000 kr.,23-11-2025Fam. Salg,63 m² 14.286 kr/m²,3,1965,,Aktuel værdi
"FritidshusFFritidshus Østre Strand 95, Kobæk  4230 Skælskør",1.895.000 kr.,23-11-2025Alm. Salg,65 m² 29.154 kr/m²,3,1994,,Aktuel værdi
VillaVVilla Lykkegårdsvej 26  6700 Esbjerg,1.850.000 kr.,23-11-2025Alm. Salg,141 m² 13.121 kr/m²,5,1965,,Aktuel værdi
RækkehusRRækkehus Kristiansminde 4  4000 Roskilde,3.952.000 kr.,23-11-2025Alm. Salg,98 m² 40.327 kr/m²,3,2009,7%,Aktuel værdi
VillaVVilla Umanakvej 6  3390 Hundested,1.795.000 kr.,23-11-2025Alm. Salg,136 m² 13.199 kr/m²,3,1979,,Aktuel værdi
LandejendomLLandejendom Råbjergvej 7  6040 Egtved,1.900.000 kr.,23-11-2025Alm. Salg,168 m² 11.310 kr/m²,6,1832,1%,Aktuel værdi
RækkehusRRækkehus Søvang 3  4600 Køge,2.935.000 kr.,23-11-2025Alm. Salg,93 m² 31.559 kr/m²,4,1963,-2%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Søndermarken 52, st. tv  3060 Espergærde",2.350.000 kr.,23-11-2025Alm. Salg,89 m² 26.404 kr/m²,4,1963,-2%,Aktuel værdi
RækkehusRRækkehus Søndre Bæktoften 27  2680 Solrød Strand,3.445.000 kr.,23-11-2025Alm. Salg,119 m² 28.950 kr/m²,4,1979,-1%,Aktuel værdi
"FritidshusFFritidshus Cypresvænget 103, Enø  4736 Karrebæksminde",908.800 kr.,23-11-2025Fam. Salg,72 m² 12.622 kr/m²,4,1971,,Aktuel værdi
"FritidshusFFritidshus Tornvig Olsens Vej 12, Kulhuse  3630 Jægerspris",607.750 kr.,23-11-2025Fam. Salg,48 m² 12.661 kr/m²,3,1972,,Aktuel værdi
"FritidshusFFritidshus Rylevej 6, Hvalpsund  9640 Farsø",1.300.000 kr.,23-11-2025Alm. Salg,84 m² 15.476 kr/m²,3,1965,-18%,Aktuel værdi
VillaVVilla Bøgevang 11  8740 Brædstrup,1.000.000 kr.,23-11-2025Fam. Salg,121 m² 8.264 kr/m²,4,1970,,Aktuel værdi
"VillaVVilla Tommestrupvej 8, Tommestrup  4660 Store Heddinge",845.000 kr.,23-11-2025Alm. Salg,80 m² 10.563 kr/m²,4,1777,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Vester Søgade 58, 5. th  1601 København V",6.795.000 kr.,23-11-2025Alm. Salg,94 m² 72.287 kr/m²,2,1939,,Aktuel værdi
VillaVVilla Præstevænget 28  9460 Brovst,700.000 kr.,23-11-2025Alm. Salg,141 m² 4.965 kr/m²,5,1930,-12%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Rosengade 15, 1.  4200 Slagelse",3.200.000 kr.,23-11-2025Fam. Salg,246 m² 13.008 kr/m²,4,1890,,Aktuel værdi
"FritidshusFFritidshus Vellerupvej 22, Nr Hyllinge  4070 Kirke Hyllinge",975.000 kr.,23-11-2025Alm. Salg,64 m² 15.234 kr/m²,3,1777,,Aktuel værdi
VillaVVilla Kathrinevej 16  4300 Holbæk,2.860.000 kr.,23-11-2025Alm. Salg,119 m² 24.034 kr/m²,4,1965,-5%,Aktuel værdi
RækkehusRRækkehus Skriverhusene 10  2620 Albertslund,3.050.000 kr.,23-11-2025Alm. Salg,106 m² 28.774 kr/m²,4,1969,-1%,Aktuel værdi
VillaVVilla Hovedgaden 21  6621 Gesten,1.240.000 kr.,23-11-2025Alm. Salg,155 m² 8.000 kr/m²,6,1937,-4%,Aktuel værdi
RækkehusRRækkehus Rådhushaven 8  3480 Fredensborg,3.330.000 kr.,23-11-2025Alm. Salg,100 m² 33.300 kr/m²,4,1980,-2%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Peter Ipsens Allé 1, 2. 10  2400 København NV",3.025.000 kr.,22-11-2025Alm. Salg,62 m² 48.790 kr/m²,2,1973,-2%,Aktuel værdi
FritidshusFFritidshus Strandkrogen 76  3120 Dronningmølle,1.076.000 kr.,22-11-2025Fam. Salg,57 m² 18.877 kr/m²,3,1974,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Thorvaldsensgade 31, 4. 2  8000 Aarhus C",1.644.000 kr.,22-11-2025Fam. Salg,53 m² 31.019 kr/m²,2,2017,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Engelsborgvej 20B, 1. th  2800 Kongens Lyngby",1.500.000 kr.,22-11-2025Fam. Salg,53 m² 28.302 kr/m²,2,1946,,Aktuel værdi
VillaVVilla Eskeskoven 10  4700 Næstved,4.500.000 kr.,22-11-2025Alm. Salg,209 m² 21.531 kr/m²,5,2020,,Aktuel værdi
"FritidshusFFritidshus Strandparken 10, Helberskov  9560 Hadsund",868.000 kr.,22-11-2025Fam. Salg,82 m² 10.585 kr/m²,5,1972,,Aktuel værdi
"VillaVVilla Langagervej 18, Trørød  2950 Vedbæk",8.850.000 kr.,21-11-2025Alm. Salg,163 m² 54.294 kr/m²,6,1966,-4%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Øresundsvej 144D, 2. th  2300 København S",5.750.000 kr.,21-11-2025Alm. Salg,112 m² 51.339 kr/m²,4,2005,,Aktuel værdi
"FritidshusFFritidshus Hårbøllevej 120, Hårbølle  4792 Askeby",754.800 kr.,21-11-2025Fam. Salg,60 m² 12.580 kr/m²,4,1962,,Aktuel værdi
"FritidshusFFritidshus Sandtoften 8, Hune  9492 Blokhus",1.865.000 kr.,21-11-2025Fam. Salg,79 m² 23.608 kr/m²,4,1998,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Ewaldsgade 10, 2. tv  8000 Aarhus C",2.600.000 kr.,21-11-2025Andet,59 m² 44.068 kr/m²,2,1985,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Vesterhavsgade 47, 2. 13  6700 Esbjerg",400.000 kr.,21-11-2025Fam. Salg,42 m² 9.524 kr/m²,1,1977,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Østergade 10, 3. tv  4700 Næstved",1.325.000 kr.,21-11-2025Alm. Salg,57 m² 23.246 kr/m²,2,1960,-1%,Aktuel værdi
"FritidshusFFritidshus Bautahøjvej 52, Skoven  3630 Jægerspris",1.288.000 kr.,20-11-2025Fam. Salg,57 m² 22.596 kr/m²,4,1961,,Aktuel værdi
"VillaVVilla Hårbøllevej 70, Hårbølle  4792 Askeby",4.300.000 kr.,20-11-2025Alm. Salg,232 m² 18.534 kr/m²,7,1861,8%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Stadionvej 43, st. 9  2600 Glostrup",2.280.000 kr.,20-11-2025Alm. Salg,77 m² 29.610 kr/m²,2,1972,-3%,Aktuel værdi
VillaVVilla Frydsvej 6  3300 Frederiksværk,2.200.000 kr.,20-11-2025Fam. Salg,123 m² 17.886 kr/m²,6,1925,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Elmevej 15, 1.  9900 Frederikshavn",812.692 kr.,20-11-2025Alm. Salg,75 m² 10.836 kr/m²,3,1935,,Aktuel værdi
VillaVVilla Møllevangsvej 77  3300 Frederiksværk,1.500.000 kr.,20-11-2025Alm. Salg,150 m² 10.000 kr/m²,5,1957,-12%,Aktuel værdi
VillaVVilla Krogen 5  7441 Bording,975.000 kr.,20-11-2025Alm. Salg,120 m² 8.125 kr/m²,4,1964,9%,Aktuel værdi
FritidshusFFritidshus Møllebakken 61  4793 Bogø By,1.500.000 kr.,20-11-2025Fam. Salg,98 m² 15.306 kr/m²,3,2005,,Aktuel værdi
"VillaVVilla Hårbøllevej 70B, Hårbølle  4792 Askeby",4.300.000 kr.,20-11-2025Alm. Salg,50 m² 86.000 kr/m²,3,1861,8%,Aktuel værdi
VillaVVilla Engkær 6  6100 Haderslev,800.000 kr.,20-11-2025Alm. Salg,129 m² 6.202 kr/m²,4,1966,,Aktuel værdi
VillaVVilla Møllevej 12  9240 Nibe,1.200.000 kr.,20-11-2025Fam. Salg,87 m² 13.793 kr/m²,4,1960,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Farum Hovedgade 52, 1. 105  3520 Farum",2.350.000 kr.,20-11-2025Alm. Salg,86 m² 27.326 kr/m²,3,1964,,Aktuel værdi
"RækkehusRRækkehus Stenbakkevej 34, st. th  9900 Frederikshavn",812.692 kr.,20-11-2025Alm. Salg,128 m² 6.349 kr/m²,5,1959,,Aktuel værdi
"VillaVVilla Sømærkevej 61, Stenbjerg  7752 Snedsted",800.000 kr.,20-11-2025Fam. Salg,136 m² 5.882 kr/m²,5,1935,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Frederiksvej 43, 2. th  2000 Frederiksberg",3.888.000 kr.,20-11-2025Fam. Salg,66 m² 58.909 kr/m²,3,1902,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Hedekæret 27, st. th  2640 Hedehusene",1.995.000 kr.,20-11-2025Alm. Salg,76 m² 26.250 kr/m²,3,1964,-5%,Aktuel værdi
"EjerlejlighedEEjerlejlighed H. C. Andersens Vej 24, st. tv  9000 Aalborg",835.000 kr.,20-11-2025Alm. Salg,95 m² 8.789 kr/m²,4,1967,-7%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Troldmands Allé 8, 1. a, Karlstrup  2680 Solrød Strand",3.410.000 kr.,20-11-2025Alm. Salg,95 m² 35.895 kr/m²,3,2020,,Aktuel værdi
VillaVVilla Rasmus Knudsens Vej 26  3000 Helsingør,3.000.000 kr.,20-11-2025Alm. Salg,126 m² 23.810 kr/m²,5,1978,,Aktuel værdi
VillaVVilla Klintevej 19  5300 Kerteminde,2.984.000 kr.,20-11-2025Fam. Salg,220 m² 13.564 kr/m²,7,1907,,Aktuel værdi
"VillaVVilla Chr Dannings Vej 11, Strib  5500 Middelfart",2.715.000 kr.,20-11-2025Alm. Salg,161 m² 16.863 kr/m²,4,1988,1%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Elmevej 15, st.  9900 Frederikshavn",812.692 kr.,20-11-2025Alm. Salg,85 m² 9.561 kr/m²,2,1935,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Hovedvejen 178, st. tv  2600 Glostrup",2.060.000 kr.,20-11-2025Alm. Salg,65 m² 31.692 kr/m²,3,1948,1%,Aktuel værdi
VillaVVilla Vinthersvej 24  9900 Frederikshavn,1.225.000 kr.,20-11-2025Andet,67 m² 18.284 kr/m²,2,1939,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Askevænget 33, 2. th  2830 Virum",3.195.000 kr.,20-11-2025Alm. Salg,67 m² 47.687 kr/m²,3,1961,,Aktuel værdi
"VillaVVilla Skovvænget 6, Brejning  7080 Børkop",1.350.000 kr.,20-11-2025Alm. Salg,129 m² 10.465 kr/m²,3,1973,,Aktuel værdi
"FritidshusFFritidshus Langlivej 4, Bønnerup Strand  8585 Glesborg",1.275.000 kr.,20-11-2025Alm. Salg,87 m² 14.655 kr/m²,4,1985,-2%,Aktuel værdi
"FritidshusFFritidshus Hør-Ager 3, Smidstrup  3250 Gilleleje",2.200.000 kr.,20-11-2025Alm. Salg,111 m² 19.820 kr/m²,5,1979,-12%,Aktuel værdi
"RækkehusRRækkehus Engdraget 39, Næsby  5270 Odense N",1.265.000 kr.,20-11-2025Fam. Salg,106 m² 11.934 kr/m²,4,1963,,Aktuel værdi
VillaVVilla Vesterhavsgade 186  7680 Thyborøn,750.000 kr.,20-11-2025Fam. Salg,117 m² 6.410 kr/m²,3,2011,,Aktuel værdi
VillaVVilla Rørmosevej 36  3520 Farum,3.289.600 kr.,20-11-2025Fam. Salg,133 m² 24.734 kr/m²,5,2006,,Aktuel værdi
"VillaVVilla Molevej 34, 1.  7730 Hanstholm",3.100.000 kr.,20-11-2025Andet,126 m² 24.603 kr/m²,3,1970,,Aktuel værdi
"VillaVVilla Frødingsvej 1, Rønne  3700 Rønne",957.000 kr.,20-11-2025Alm. Salg,69 m² 13.870 kr/m²,2,1946,7%,Aktuel værdi
"RækkehusRRækkehus Stenbakkevej 34, st. tv  9900 Frederikshavn",812.692 kr.,20-11-2025Alm. Salg,95 m² 8.555 kr/m²,3,1959,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Rådhus Alle 10D, 1. 3  3650 Ølstykke",450.000 kr.,20-11-2025Alm. Salg,77 m² 5.844 kr/m²,3,1988,,Aktuel værdi
VillaVVilla Tanggårdsvej 24  2680 Solrød Strand,5.375.000 kr.,20-11-2025Alm. Salg,146 m² 36.815 kr/m²,5,1978,-2%,Aktuel værdi
VillaVVilla Herman Bangs Vej 9  3460 Birkerød,7.050.000 kr.,20-11-2025Alm. Salg,122 m² 57.787 kr/m²,4,1968,1%,Aktuel værdi
VillaVVilla Kildestræde 5  4500 Nykøbing Sj,380.000 kr.,20-11-2025Alm. Salg,49 m² 7.755 kr/m²,2,1818,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Sofievej 98, 1.  9000 Aalborg",925.000 kr.,20-11-2025Alm. Salg,70 m² 13.214 kr/m²,2,1963,-3%,Aktuel værdi
"VillaVVilla Molevej 34, st.  7730 Hanstholm",3.100.000 kr.,20-11-2025Andet,98 m² 21.233 kr/m²,4,1970,,Aktuel værdi
RækkehusRRækkehus Flintebakken 155  8240 Risskov,2.665.000 kr.,20-11-2025Andet,80 m² 33.313 kr/m²,3,1990,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Robert Jacobsens Vej 40B, st. tv  2300 København S",4.195.000 kr.,20-11-2025Alm. Salg,89 m² 47.135 kr/m²,3,2018,,Aktuel værdi
"VillaVVilla Frellingvej 41, Ebdrup Mark  8560 Kolind",1.920.000 kr.,20-11-2025Alm. Salg,91 m² 21.099 kr/m²,3,1960,,Aktuel værdi
VillaVVilla Vænget 3  4230 Skælskør,869.000 kr.,20-11-2025Alm. Salg,143 m² 6.077 kr/m²,5,1966,,Aktuel værdi
"FritidshusFFritidshus Tyttebærvej 1, Hostrup  7860 Spøttrup",1.200.000 kr.,20-11-2025Fam. Salg,74 m² 16.216 kr/m²,3,1999,,Aktuel værdi
RækkehusRRækkehus Højrupsvej 30  9900 Frederikshavn,1.225.000 kr.,20-11-2025Andet,68 m² 18.015 kr/m²,3,1951,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Bagsværd Hovedgade 99, 4. c  2880 Bagsværd",1.300.000 kr.,19-11-2025Alm. Salg,48 m² 27.083 kr/m²,1,1966,11%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Dagmarsgade 32, 1. 33  2200 København N",2.925.000 kr.,19-11-2025Alm. Salg,50 m² 58.500 kr/m²,2,1974,,Aktuel værdi
VillaVVilla Frederiksdalparken 2  6070 Christiansfeld,1.695.000 kr.,19-11-2025Alm. Salg,141 m² 12.021 kr/m²,4,1977,,Aktuel værdi
VillaVVilla Ellemosen 8  4330 Hvalsø,3.075.000 kr.,19-11-2025Alm. Salg,143 m² 21.503 kr/m²,5,1977,-4%,Aktuel værdi
"FritidshusFFritidshus Solbakken 26, Kandestederne  9990 Skagen",1.515.200 kr.,19-11-2025Fam. Salg,67 m² 22.615 kr/m²,4,1979,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Frederiksborgvej 43B, 4. th  2400 København NV",2.355.600 kr.,19-11-2025Fam. Salg,56 m² 42.064 kr/m²,2,1907,,Aktuel værdi
"VillaVVilla Æbelnæsvej 26, Ebbelnæs  4780 Stege",350.000 kr.,19-11-2025Alm. Salg,56 m² 6.250 kr/m²,3,1875,-7%,Aktuel værdi
VillaVVilla Oldtidsvej 29  3300 Frederiksværk,2.450.000 kr.,19-11-2025Alm. Salg,117 m² 20.940 kr/m²,4,1962,-2%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Oxford Allé 6A, st.  2300 København S",3.570.000 kr.,19-11-2025Fam. Salg,78 m² 45.769 kr/m²,3,1937,,Aktuel værdi
VillaVVilla Ramsøbakken 31  4621 Gadstrup,5.550.000 kr.,19-11-2025Alm. Salg,172 m² 32.267 kr/m²,5,2009,-1%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Hans Tausensgade 1, 1.  4200 Slagelse",2.227.200 kr.,19-11-2025Fam. Salg,85 m² 26.202 kr/m²,3,1929,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Rosenborggade 12, 1. tv  1130 København K",3.203.200 kr.,19-11-2025Fam. Salg,84 m² 38.133 kr/m²,4,1863,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Oxford Allé 6A, 2.  2300 København S",3.570.000 kr.,19-11-2025Fam. Salg,126 m² 28.333 kr/m²,6,1937,,Aktuel værdi
RækkehusRRækkehus Kofod Anchers Vej 34A  3060 Espergærde,3.750.000 kr.,19-11-2025Alm. Salg,169 m² 22.189 kr/m²,6,1976,-6%,Aktuel værdi
"FritidshusFFritidshus Solsortevej 21, Hesselbjerg  5932 Humble",1.995.000 kr.,19-11-2025Alm. Salg,70 m² 28.500 kr/m²,2,1997,,Aktuel værdi
"LandejendomLLandejendom Vester Hornumvej 52, Flejsborg  9640 Farsø",750.000 kr.,19-11-2025Fam. Salg,175 m² 4.286 kr/m²,6,1897,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Lundevej 20A, 1.  5700 Svendborg",1.495.000 kr.,19-11-2025Alm. Salg,81 m² 18.457 kr/m²,3,1888,-3%,Aktuel værdi
VillaVVilla Bymosevej 7  9850 Hirtshals,850.000 kr.,19-11-2025Alm. Salg,200 m² 4.250 kr/m²,6,1972,-5%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Gammel Kalkbrænderi Vej 23, 3. tv  2100 København Ø",2.068.843 kr.,19-11-2025Fam. Salg,55 m² 37.615 kr/m²,2,1905,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Neergårdsparken 17, 1. tv  4000 Roskilde",1.995.000 kr.,19-11-2025Alm. Salg,74 m² 26.959 kr/m²,3,1968,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Tinghøjvej 58, 2. 207  2860 Søborg",2.575.000 kr.,19-11-2025Alm. Salg,68 m² 37.868 kr/m²,2,1973,-3%,Aktuel værdi
"VillaVVilla Kirkegade 5, Bedsted  6240 Løgumkloster",830.000 kr.,19-11-2025Alm. Salg,146 m² 5.685 kr/m²,4,1957,,Aktuel værdi
VillaVVilla Havrevænget 8  4173 Fjenneslev,1.385.000 kr.,19-11-2025Alm. Salg,102 m² 13.578 kr/m²,4,1930,-7%,Aktuel værdi
VillaVVilla Hyldevænget 8  3390 Hundested,2.300.000 kr.,19-11-2025Alm. Salg,77 m² 29.870 kr/m²,4,1976,,Aktuel værdi
VillaVVilla Kløvervej 5  9990 Skagen,1.200.000 kr.,19-11-2025Fam. Salg,142 m² 8.451 kr/m²,5,1962,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Dronningens Tværgade 48, 1. 2  1302 København K",4.400.000 kr.,19-11-2025Fam. Salg,74 m² 59.459 kr/m²,3,1956,,Aktuel værdi
VillaVVilla Sverigesgade 12  9850 Hirtshals,660.000 kr.,19-11-2025Alm. Salg,120 m² 5.500 kr/m²,3,1963,-5%,Aktuel værdi
VillaVVilla Thorsvænge 68A  4673 Rødvig Stevns,9.000.000 kr.,19-11-2025Alm. Salg,362 m² 24.862 kr/m²,7,2015,-3%,Aktuel værdi
VillaVVilla Vandværksbakken 23  4450 Jyderup,1.550.000 kr.,19-11-2025Alm. Salg,149 m² 10.403 kr/m²,5,1981,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Rantzausgade 50A, 4. th  2200 København N",2.460.000 kr.,19-11-2025Fam. Salg,42 m² 58.571 kr/m²,2,1889,,Aktuel værdi
FritidshusFFritidshus Klitgårdsvej 20  3390 Hundested,1.678.400 kr.,19-11-2025Fam. Salg,68 m² 24.682 kr/m²,2,1964,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Hans Tausensgade 1, st.  4200 Slagelse",2.227.200 kr.,19-11-2025Fam. Salg,95 m² 23.444 kr/m²,4,1929,,Aktuel værdi
"VillaVVilla Knudsrødvej 6, Bildsø  4200 Slagelse",1.460.800 kr.,19-11-2025Fam. Salg,203 m² 7.196 kr/m²,9,1870,,Aktuel værdi
VillaVVilla Enebærhaven 6  4330 Hvalsø,3.500.000 kr.,19-11-2025Alm. Salg,126 m² 27.778 kr/m²,4,2001,,Aktuel værdi
"VillaVVilla Vestervang 4B, Fløng  2640 Hedehusene",4.522.000 kr.,19-11-2025Alm. Salg,128 m² 35.328 kr/m²,5,1986,1%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Kærholmen 13, 1. th  2720 Vanløse",3.150.000 kr.,19-11-2025Alm. Salg,56 m² 56.250 kr/m²,2,1939,,Aktuel værdi
VillaVVilla Bergensgade 12  8200 Aarhus N,4.164.600 kr.,19-11-2025Fam. Salg,95 m² 43.838 kr/m²,3,1934,,Aktuel værdi
"FritidshusFFritidshus Mettesvej 25, Dalby Strand  4281 Gørlev",675.000 kr.,19-11-2025Alm. Salg,62 m² 10.887 kr/m²,3,1974,-9%,Aktuel værdi
VillaVVilla Askøvej 8  4652 Hårlev,2.000.000 kr.,19-11-2025Alm. Salg,148 m² 13.514 kr/m²,4,1987,-5%,Aktuel værdi
"VillaVVilla Agtoftsvej 39, Ulkebøl  6400 Sønderborg",2.125.000 kr.,19-11-2025Alm. Salg,160 m² 13.281 kr/m²,6,1965,1%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Æbleparken 150, 1., Søhus  5270 Odense N",650.000 kr.,19-11-2025Alm. Salg,59 m² 11.017 kr/m²,2,1974,-1%,Aktuel værdi
"VillaVVilla Sigerstedvej 48, Sigersted  4100 Ringsted",1.995.000 kr.,19-11-2025Alm. Salg,101 m² 19.752 kr/m²,4,1927,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Oxford Allé 6A, 1.  2300 København S",3.570.000 kr.,19-11-2025Fam. Salg,78 m² 45.769 kr/m²,3,1937,,Aktuel værdi
"VillaVVilla Slagenvej 3, Aasum  5240 Odense NØ",2.495.000 kr.,19-11-2025Alm. Salg,166 m² 15.030 kr/m²,5,1969,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Sølystgade 56, st.  8000 Aarhus C",2.425.000 kr.,19-11-2025Fam. Salg,68 m² 35.662 kr/m²,3,1898,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Teglgårdsvej 435, 2. tv  3050 Humlebæk",1.700.000 kr.,19-11-2025Alm. Salg,85 m² 20.000 kr/m²,3,1968,-3%,Aktuel værdi
"RækkehusRRækkehus Lindvedparken 34B, Lindved  5260 Odense S",600.000 kr.,19-11-2025Fam. Salg,37 m² 16.216 kr/m²,1,1974,,Aktuel værdi
VillaVVilla Vårfluevej 1  2610 Rødovre,4.450.000 kr.,19-11-2025Alm. Salg,130 m² 34.231 kr/m²,4,1960,-1%,Aktuel værdi
"VillaVVilla Spangsmosevej 43, Broballe  6430 Nordborg",890.000 kr.,19-11-2025Alm. Salg,122 m² 7.295 kr/m²,5,1960,-11%,Aktuel værdi
"RækkehusRRækkehus Teglværksvej 12B, Biersted  9440 Aabybro",775.000 kr.,19-11-2025Alm. Salg,83 m² 9.337 kr/m²,3,1988,,Aktuel værdi
"FritidshusFFritidshus Vibeengen 25, Klint  4500 Nykøbing Sj",1.350.000 kr.,18-11-2025Alm. Salg,69 m² 19.565 kr/m²,3,1974,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Malmøgade 12, 3. th  5000 Odense C",1.345.000 kr.,18-11-2025Alm. Salg,64 m² 21.016 kr/m²,2,1935,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Allersgade 2, 3. th  2200 København N",4.125.000 kr.,18-11-2025Alm. Salg,66 m² 62.500 kr/m²,2,1990,-3%,Aktuel værdi
VillaVVilla Dagnæs Boulevard 75  8700 Horsens,2.750.000 kr.,18-11-2025Alm. Salg,204 m² 13.480 kr/m²,5,1972,,Aktuel værdi
VillaVVilla Morsøvej 11  7760 Hurup Thy,50.000 kr.,18-11-2025Alm. Salg,79 m² 633 kr/m²,3,1900,,Aktuel værdi
VillaVVilla Frydenstrands Alle 5  2650 Hvidovre,4.195.000 kr.,18-11-2025Alm. Salg,72 m² 58.264 kr/m²,3,1943,,Aktuel værdi
VillaVVilla Birkevej 52  7700 Thisted,1.423.900 kr.,18-11-2025Fam. Salg,172 m² 8.278 kr/m²,5,1971,,Aktuel værdi
"FritidshusFFritidshus Stuvehøj Vænge 3, Stuvehøjgård  2750 Ballerup",656.000 kr.,18-11-2025Alm. Salg,41 m² 16.000 kr/m²,2,1977,,Aktuel værdi
RækkehusRRækkehus Birkevænget 70  7730 Hanstholm,750.000 kr.,18-11-2025Alm. Salg,100 m² 7.500 kr/m²,4,1972,,Aktuel værdi
FritidshusFFritidshus Hellesø 7  4050 Skibby,20.000 kr.,18-11-2025Alm. Salg,59 m² 339 kr/m²,3,1964,,Aktuel værdi
RækkehusRRækkehus Lærkevej 42  3000 Helsingør,3.352.000 kr.,18-11-2025Alm. Salg,102 m² 32.863 kr/m²,4,1963,2%,Aktuel værdi
VillaVVilla Rosengården 14  4653 Karise,2.895.000 kr.,18-11-2025Alm. Salg,150 m² 19.300 kr/m²,5,2004,-3%,Aktuel værdi
"EjerlejlighedEEjerlejlighed John Tranums Alle 29, 1. th  2770 Kastrup",2.705.000 kr.,18-11-2025Alm. Salg,71 m² 38.099 kr/m²,3,1953,0%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Øresundsvej 144G, 2. th  2300 København S",5.100.000 kr.,18-11-2025Alm. Salg,85 m² 60.000 kr/m²,2,2005,-2%,Aktuel værdi
"VillaVVilla Frøslev Bygade 10, Frøslev  4660 Store Heddinge",2.170.000 kr.,18-11-2025Alm. Salg,135 m² 16.074 kr/m²,5,1900,-1%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Willemoesgade 32, 1.  2100 København Ø",11.800.000 kr.,18-11-2025Alm. Salg,156 m² 75.641 kr/m²,4,1908,1%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Topperne 30, 1. 12  2620 Albertslund",1.450.000 kr.,18-11-2025Alm. Salg,49 m² 29.592 kr/m²,2,1972,-3%,Aktuel værdi
VillaVVilla Kærmark 52  2650 Hvidovre,3.950.000 kr.,18-11-2025Alm. Salg,72 m² 54.861 kr/m²,3,1948,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Skolegade 1C, 1.  9800 Hjørring",1.295.000 kr.,18-11-2025Alm. Salg,147 m² 8.810 kr/m²,4,1858,,Aktuel værdi
VillaVVilla Langelinie 175  5230 Odense M,15.000.000 kr.,18-11-2025Alm. Salg,233 m² 64.378 kr/m²,9,1925,-3%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Horsekildevej 24, 2. tv  2500 Valby",3.325.000 kr.,18-11-2025Alm. Salg,57 m² 58.333 kr/m²,2,1932,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Jyllandsgade 47, 4. tv  7000 Fredericia",885.000 kr.,18-11-2025Alm. Salg,79 m² 11.203 kr/m²,3,1935,-1%,Aktuel værdi
"VillaVVilla Klattrup Bygade 7, Klattrup  7000 Fredericia",4.795.000 kr.,18-11-2025Alm. Salg,252 m² 19.028 kr/m²,7,2014,,Aktuel værdi
"VillaVVilla Munkensdam 3, 1.  6000 Kolding",2.175.000 kr.,18-11-2025Alm. Salg,84 m² 25.893 kr/m²,4,1884,,Aktuel værdi
